date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:30:28	29291/29291	---M-Z	200	added ('OK')	text/html	etag:%223dc0b10-726b-54e3275aa9c40-gzip%22	http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/ui-elements-flash-message.html	C:/Users/ahalya/Desktop/test/kingadmin/demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/ui-elements-flash-message.html	(from http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/)
12:30:29	38840/38840	---M-Z	200	added ('OK')	text/html	etag:%223dc0b18-97b8-54e3275aa9c40-gzip%22	http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/widgets.html	C:/Users/ahalya/Desktop/test/kingadmin/demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/widgets.html	(from http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/)
12:30:29	29131/29131	---M-Z	200	added ('OK')	text/html	etag:%223dc0acf-71cb-54e32759b5a00-gzip%22	http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/components-wizard.html	C:/Users/ahalya/Desktop/test/kingadmin/demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/components-wizard.html	(from http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/)
12:30:29	28251/28251	---M-Z	200	added ('OK')	text/html	etag:%223dc0ac9-6e5b-54e32758c17c0-gzip%22	http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/components-calendar.html	C:/Users/ahalya/Desktop/test/kingadmin/demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/components-calendar.html	(from http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/)
12:30:30	28776/28776	---M-Z	200	added ('OK')	text/html	etag:%223dc0acc-7068-54e32758c17c0-gzip%22	http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/components-maps.html	C:/Users/ahalya/Desktop/test/kingadmin/demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/components-maps.html	(from http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/)
12:30:30	28869/28869	---M-Z	200	added ('OK')	text/html	etag:%223dc0acb-70c5-54e32758c17c0-gzip%22	http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/components-maps-transparent.html	C:/Users/ahalya/Desktop/test/kingadmin/demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/components-maps-transparent.html	(from http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/)
12:30:30	34511/34511	---M-Z	200	added ('OK')	text/html	etag:%223dc0aca-86cf-54e32758c17c0-gzip%22	http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/components-gallery.html	C:/Users/ahalya/Desktop/test/kingadmin/demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/components-gallery.html	(from http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/)
12:30:31	25821/25821	---M-Z	200	added ('OK')	text/html	etag:%223dc0ace-64dd-54e32758c17c0-gzip%22	http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/components-tree-view.html	C:/Users/ahalya/Desktop/test/kingadmin/demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/components-tree-view.html	(from http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/)
12:30:31	25947/25947	---M-Z	200	added ('OK')	text/html	etag:%223dc0acd-655b-54e32758c17c0-gzip%22	http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/components-tree-view-transparent.html	C:/Users/ahalya/Desktop/test/kingadmin/demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/components-tree-view-transparent.html	(from http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/)
12:30:31	35439/35439	---M-Z	200	added ('OK')	text/html	etag:%223dc0b0d-8a6f-54e3275aa9c40-gzip%22	http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/tables-static-table.html	C:/Users/ahalya/Desktop/test/kingadmin/demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/tables-static-table.html	(from http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/)
12:30:31	41695/41695	---M-Z	200	added ('OK')	text/html	etag:%223dc0b0c-a2df-54e3275aa9c40-gzip%22	http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/tables-dynamic-table.html	C:/Users/ahalya/Desktop/test/kingadmin/demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/tables-dynamic-table.html	(from http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/)
12:30:32	30240/30240	---M-Z	200	added ('OK')	text/html	etag:%223dc0b0e-7620-54e3275aa9c40-gzip%22	http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/typography.html	C:/Users/ahalya/Desktop/test/kingadmin/demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/typography.html	(from http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/)
12:30:32	1531/1531	---M--	200	added ('OK')	text/css	etag:%223dc0372-5fb-53c6f44b062c0%22	http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/css/skins/slategray.css	C:/Users/ahalya/Desktop/test/kingadmin/demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/css/skins/slategray.css	(from http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/)
12:30:32	1530/1530	---M--	200	added ('OK')	text/css	etag:%223dc0352-5fa-53c6f44b062c0%22	http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/css/skins/darkblue.css	C:/Users/ahalya/Desktop/test/kingadmin/demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/css/skins/darkblue.css	(from http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/)
12:30:33	1531/1531	---M--	200	added ('OK')	text/css	etag:%223dc0354-5fb-53c6f44b062c0%22	http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/css/skins/darkbrown.css	C:/Users/ahalya/Desktop/test/kingadmin/demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/css/skins/darkbrown.css	(from http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/)
12:30:33	1532/1532	---M--	200	added ('OK')	text/css	etag:%223dc035e-5fc-53c6f44b062c0%22	http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/css/skins/lightgreen.css	C:/Users/ahalya/Desktop/test/kingadmin/demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/css/skins/lightgreen.css	(from http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/)
12:30:33	1527/1527	---M--	200	added ('OK')	text/css	etag:%223dc0363-5f7-53c6f44b062c0%22	http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/css/skins/orange.css	C:/Users/ahalya/Desktop/test/kingadmin/demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/css/skins/orange.css	(from http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/)
12:30:34	1524/1524	---M--	200	added ('OK')	text/css	etag:%223dc0368-5f4-53c6f44b062c0%22	http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/css/skins/red.css	C:/Users/ahalya/Desktop/test/kingadmin/demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/css/skins/red.css	(from http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/)
12:30:34	1523/1523	---M--	200	added ('OK')	text/css	etag:%223dc0373-5f3-53c6f44b062c0%22	http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/css/skins/teal.css	C:/Users/ahalya/Desktop/test/kingadmin/demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/css/skins/teal.css	(from http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/)
12:30:34	1527/1527	---M--	200	added ('OK')	text/css	etag:%223dc037f-5f7-53c6f44b062c0%22	http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/css/skins/yellow.css	C:/Users/ahalya/Desktop/test/kingadmin/demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/css/skins/yellow.css	(from http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/)
12:30:34	3678/3678	---M--	200	added ('OK')	text/css	etag:%223dc035b-e5e-53c6f44b062c0%22	http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/css/skins/fulldark.css	C:/Users/ahalya/Desktop/test/kingadmin/demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/css/skins/fulldark.css	(from http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/)
12:30:35	3280/3280	---M--	200	added ('OK')	text/css	etag:%223dc035a-cd0-53c6f44b062c0%22	http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/css/skins/fullbright.css	C:/Users/ahalya/Desktop/test/kingadmin/demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/css/skins/fullbright.css	(from http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/)
12:30:35	23295/23295	---M--	200	added ('OK')	text/css	etag:%223dc0378-5aff-54e31b524b8c0%22	http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/css/skins/transparent.css	C:/Users/ahalya/Desktop/test/kingadmin/demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/css/skins/transparent.css	(from http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/)
12:30:42	14521/14521	---M--	200	added ('OK')	application/javascript	etag:%223dc0a84-38b9-4e62991806100%22	http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/js/plugins/modernizr/modernizr.js	C:/Users/ahalya/Desktop/test/kingadmin/demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/js/plugins/modernizr/modernizr.js	(from http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/)
12:30:43	4711/4711	---M--	200	added ('OK')	application/javascript	etag:%223dc0a7b-1267-4e427b9266000%22	http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/js/plugins/jquery-slimscroll/jquery.slimscroll.min.js	C:/Users/ahalya/Desktop/test/kingadmin/demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/js/plugins/jquery-slimscroll/jquery.slimscroll.min.js	(from http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/)
12:30:44	25287/25287	---M--	200	added ('OK')	application/javascript	etag:%223dc0a41-62c7-4f62ed434c800%22	http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/js/plugins/bootstrap-tour/bootstrap-tour.custom.js	C:/Users/ahalya/Desktop/test/kingadmin/demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/js/plugins/bootstrap-tour/bootstrap-tour.custom.js	(from http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/)
12:30:45	2882/2882	---M--	200	added ('OK')	application/javascript	etag:%223dc0ad8-b42-5384ef2394f80%22	http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/demo-style-switcher/assets/js/deliswitch.js	C:/Users/ahalya/Desktop/test/kingadmin/demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/demo-style-switcher/assets/js/deliswitch.js	(from http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/)
12:30:46	3673/3673	---M--	200	added ('OK')	application/javascript	etag:%223dc0aa7-e59-4ed1573ef4780%22	http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/js/plugins/stat/jquery.easypiechart.min.js	C:/Users/ahalya/Desktop/test/kingadmin/demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/js/plugins/stat/jquery.easypiechart.min.js	(from http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/)
12:30:46	20296/20296	---M--	200	added ('OK')	application/javascript	etag:%223dc0a0c-4f48-54e3a0d07b8d1%22	http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/js/king-common.js	C:/Users/ahalya/Desktop/test/kingadmin/demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/js/king-common.js	(from http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/)
12:30:48	68954/68954	---M--	200	added ('OK')	application/javascript	etag:%223dc09fb-10d5a-525488f8feb00%22	http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/js/bootstrap/bootstrap.js	C:/Users/ahalya/Desktop/test/kingadmin/demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/js/bootstrap/bootstrap.js	(from http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/)
12:30:49	1880/1880	---M--	200	added ('OK')	application/javascript	etag:%223dc0aa3-758-4dd4bb01fc380%22	http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/js/plugins/stat/flot/jquery.flot.resize.min.js	C:/Users/ahalya/Desktop/test/kingadmin/demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/js/plugins/stat/flot/jquery.flot.resize.min.js	(from http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/)
12:30:49	83650/83650	---M--	200	added ('OK')	application/javascript	etag:%223dc0a01-146c2-4f2ca58ebb300%22	http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/js/jquery/jquery-2.1.0.min.js	C:/Users/ahalya/Desktop/test/kingadmin/demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/js/jquery/jquery-2.1.0.min.js	(from http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/)
12:30:50	4889/4889	---M--	200	added ('OK')	application/javascript	etag:%223dc0aa5-1319-4dd4bb40ed800%22	http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/js/plugins/stat/flot/jquery.flot.time.min.js	C:/Users/ahalya/Desktop/test/kingadmin/demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/js/plugins/stat/flot/jquery.flot.time.min.js	(from http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/)
12:30:51	3776/3776	---M--	200	added ('OK')	application/javascript	etag:%223dc0aa6-ec0-4edff74fca380%22	http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/js/plugins/stat/flot/jquery.flot.tooltip.min.js	C:/Users/ahalya/Desktop/test/kingadmin/demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/js/plugins/stat/flot/jquery.flot.tooltip.min.js	(from http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/)
12:30:52	10473/10473	---M--	200	added ('OK')	application/javascript	etag:%223dc0aa2-28e9-4dd4baed01200%22	http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/js/plugins/stat/flot/jquery.flot.pie.min.js	C:/Users/ahalya/Desktop/test/kingadmin/demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/js/plugins/stat/flot/jquery.flot.pie.min.js	(from http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/)
12:30:52	36649/36649	---M--	200	added ('OK')	application/javascript	etag:%223dc0a9f-8f29-4dd4bad9ee500%22	http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/js/plugins/stat/flot/jquery.flot.min.js	C:/Users/ahalya/Desktop/test/kingadmin/demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/js/plugins/stat/flot/jquery.flot.min.js	(from http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/)
12:30:54	6860/6860	---M--	200	added ('OK')	application/javascript	etag:%223dc0a44-1acc-4fa518bb48080%22	http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/js/plugins/datatable/dataTables.bootstrap.js	C:/Users/ahalya/Desktop/test/kingadmin/demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/js/plugins/datatable/dataTables.bootstrap.js	(from http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/)
12:30:58	43247/43247	---M--	200	added ('OK')	application/javascript	etag:%223dc0a7e-a8ef-4ea40a3b1fd00%22	http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/js/plugins/jquery-sparkline/jquery.sparkline.min.js	C:/Users/ahalya/Desktop/test/kingadmin/demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/js/plugins/jquery-sparkline/jquery.sparkline.min.js	(from http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/)
12:30:59	29729/29729	---M--	200	added ('OK')	application/javascript	etag:%223dc0a71-7421-4eca6f598ca00%22	http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/js/plugins/jquery-mapael/jquery.mapael.js	C:/Users/ahalya/Desktop/test/kingadmin/demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/js/plugins/jquery-mapael/jquery.mapael.js	(from http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/)
12:30:59	90647/90647	---M--	200	added ('OK')	application/javascript	etag:%223dc0a91-16217-4dc7c0c1b1700%22	http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/js/plugins/raphael/raphael-2.1.0.min.js	C:/Users/ahalya/Desktop/test/kingadmin/demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/js/plugins/raphael/raphael-2.1.0.min.js	(from http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/)
12:31:01	5672/5672	---M--	200	added ('OK')	application/javascript	etag:%223dc0a15-1628-502c9120bd280%22	http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/js/king-table.js	C:/Users/ahalya/Desktop/test/kingadmin/demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/js/king-table.js	(from http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/)
12:31:04	78980/78980	---M--	200	added ('OK')	application/javascript	etag:%223dc0a53-13484-50eb6fe030200%22	http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/js/plugins/datatable/jquery.dataTables.min.js	C:/Users/ahalya/Desktop/test/kingadmin/demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/js/plugins/datatable/jquery.dataTables.min.js	(from http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/)
12:31:04	16076/16076	---M--	200	added ('OK')	application/javascript	etag:%223dc0a0f-3ecc-53c64a0292340%22	http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/js/king-components.js	C:/Users/ahalya/Desktop/test/kingadmin/demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/js/king-components.js	(from http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/)
12:31:04	34005/34005	---M--	200	added ('OK')	application/javascript	etag:%223dc0a0a-84d5-53c6df16b5bc0%22	http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/js/king-chart-stat.js	C:/Users/ahalya/Desktop/test/kingadmin/demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/js/king-chart-stat.js	(from http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/)
12:31:05	18028/18028	---M--	200	added ('OK')	text/html	etag:%223dc0420-466c-52548118ed680%22	http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/fonts/glyphicons-halflings-regular.woff2	C:/Users/ahalya/Desktop/test/kingadmin/demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/fonts/glyphicons-halflings-regular.html	(from http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/css/bootstrap.min.css)
12:31:08	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%223dc03d1-4e9f-52548118ed680%22	http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/fonts/glyphicons-halflings-regular.eot	C:/Users/ahalya/Desktop/test/kingadmin/demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/fonts/glyphicons-halflings-regular.eot	(from http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/css/bootstrap.min.css)
12:31:08	62682/62682	---M--	200	added ('OK')	application/javascript	etag:%223dc0a8e-f4da-4eca6f598ca00%22	http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/js/plugins/raphael/maps/usa_states.js	C:/Users/ahalya/Desktop/test/kingadmin/demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/js/plugins/raphael/maps/usa_states.js	(from http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/)
12:31:08	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%223dc03d1-4e9f-52548118ed680%22	http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/fonts/glyphicons-halflings-regular.eot?	C:/Users/ahalya/Desktop/test/kingadmin/demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/fonts/glyphicons-halflings-regulard41d.eot	(from http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/css/bootstrap.min.css)
12:31:10	108738/108738	---M--	200	added ('OK')	image/svg+xml	etag:%223dc03db-1a8c2-52548118ed680%22	http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/fonts/glyphicons-halflings-regular.svg	C:/Users/ahalya/Desktop/test/kingadmin/demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/fonts/glyphicons-halflings-regular.svg	(from http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/css/bootstrap.min.css)
12:31:11	23424/23424	---M--	200	added ('OK')	application/x-font-woff	etag:%223dc041e-5b80-52548118ed680%22	http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/fonts/glyphicons-halflings-regular.woff	C:/Users/ahalya/Desktop/test/kingadmin/demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/fonts/glyphicons-halflings-regular.woff	(from http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/css/bootstrap.min.css)
12:31:13	71896/71896	---M--	200	added ('OK')	text/html	etag:%223dc03c7-118d8-532b1edeebe80%22	http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/fonts/fontawesome-webfont.woff2?v=4.6.3	C:/Users/ahalya/Desktop/test/kingadmin/demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/fonts/fontawesome-webfont5b62.html	(from http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/css/font-awesome.min.css)
12:31:19	45404/45404	---M--	200	added ('OK')	application/x-font-ttf	etag:%223dc0413-b15c-52548118ed680%22	http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/fonts/glyphicons-halflings-regular.ttf	C:/Users/ahalya/Desktop/test/kingadmin/demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/fonts/glyphicons-halflings-regular.ttf	(from http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/css/bootstrap.min.css)
12:31:24	76518/76518	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%223dc038f-12ae6-532b1edeebe80%22	http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/fonts/fontawesome-webfont.eot?v=4.6.3	C:/Users/ahalya/Desktop/test/kingadmin/demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/fonts/fontawesome-webfont5b62.eot	(from http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/css/font-awesome.min.css)
12:31:24	76518/76518	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%223dc038f-12ae6-532b1edeebe80%22	http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/fonts/fontawesome-webfont.eot?	C:/Users/ahalya/Desktop/test/kingadmin/demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/fonts/fontawesome-webfontd41d.eot	(from http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/css/font-awesome.min.css)
12:31:27	391/391	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2013%20Jul%202017%2007:01:26%20GMT	http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/css/bootstrap-colorpicker/saturation.png	C:/Users/ahalya/Desktop/test/kingadmin/demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/css/bootstrap-colorpicker/saturation.7a.delayed	(from http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/css/main.css)
12:31:28	391622/391622	---M--	200	added ('OK')	image/svg+xml	etag:%223dc0395-5f9c6-532b1edeebe80%22	http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/fonts/fontawesome-webfont.svg?v=4.6.3	C:/Users/ahalya/Desktop/test/kingadmin/demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/fonts/fontawesome-webfont5b62.svg	(from http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/css/font-awesome.min.css)
12:31:30	384/384	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2013%20Jul%202017%2007:01:28%20GMT	http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/css/bootstrap-colorpicker/hue.png	C:/Users/ahalya/Desktop/test/kingadmin/demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/css/bootstrap-colorpicker/hue.png	(from http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/css/main.css)
12:31:30	90412/90412	---M--	200	added ('OK')	application/x-font-woff	etag:%223dc03af-1612c-532b1edeebe80%22	http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/fonts/fontawesome-webfont.woff?v=4.6.3	C:/Users/ahalya/Desktop/test/kingadmin/demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/fonts/fontawesome-webfont5b62.woff	(from http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/css/font-awesome.min.css)
12:31:31	386/386	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2013%20Jul%202017%2007:01:31%20GMT	http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/css/bootstrap-colorpicker/alpha.png	C:/Users/ahalya/Desktop/test/kingadmin/demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/css/bootstrap-colorpicker/alpha.png	(from http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/css/main.css)
12:31:31	395/395	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2013%20Jul%202017%2007:01:32%20GMT	http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/css/bootstrap-colorpicker/hue-horizontal.png	C:/Users/ahalya/Desktop/test/kingadmin/demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/css/bootstrap-colorpicker/hue-horizontal.png	(from http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/css/main.css)
12:31:31	397/397	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2013%20Jul%202017%2007:01:32%20GMT	http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/css/bootstrap-colorpicker/alpha-horizontal.png	C:/Users/ahalya/Desktop/test/kingadmin/demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/css/bootstrap-colorpicker/alpha-horizontal.png	(from http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/css/main.css)
12:31:32	371/371	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2013%20Jul%202017%2007:01:32%20GMT	http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/images/ie-spacer.gif	C:/Users/ahalya/Desktop/test/kingadmin/demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/images/ie-spacer.gif	(from http://demo.thedevelovers.com/dashboard/kingadmin-v1.6.2/assets/css/main.css)
